,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity
3950,OGLE-2016-BLG-1195L b,12754.0,1.43 Earths,,2017,Super Earth,1.11 x Earth,1.16 AU,4.4 years,0.0
3951,OGLE-2016-BLG-1227L b,,0.79 Jupiters,,2020,Gas Giant,1.24 x Jupiter,3.4 AU,19.8 years,0.0
3952,OGLE-2017-BLG-0173L b,15348.0,3.269 Earths,,2018,Super Earth,1.62 x Earth,3.913 AU,12.2 years,0.0
3953,OGLE-2017-BLG-0373L b,19295.0,0.401 Jupiters,,2018,Gas Giant,1.25 x Jupiter,2.424 AU,7.6 years,0.0
3954,OGLE-2017-BLG-0406L b,16962.0,0.41 Jupiters,,2020,Gas Giant,1.27 x Jupiter,3.5 AU,8.8 years,0.0
3955,OGLE-2017-BLG-0482L b,18920.0,9 Earths,,2018,Neptune-like,0.263 x Jupiter,1.8 AU,5.4 years,0.0
3956,OGLE-2017-BLG-1140L b,,1.59 Jupiters,,2018,Gas Giant,1.21 x Jupiter,1.02 AU,2.2 years,0.0
3957,OGLE-2017-BLG-1434L b,2805.0,4.44962 Earths,,2018,Super Earth,1.95 x Earth,1.18 AU,2.7 years,0.0
3958,OGLE-2017-BLG-1522L b,,0.75 Jupiters,,2018,Gas Giant,1.25 x Jupiter,0.59 AU,2.3 years,0.0
3959,OGLE-2018-BLG-0596L b,18430.0,13.93 Earths,,2019,Neptune-like,0.34 x Jupiter,0.97 AU,2 years,0.0
3960,OGLE-2018-BLG-0677L b,24726.0,3.96 Earths,,2020,Super Earth,1.82 x Earth,0.63 AU,1.4 years,0.0
3961,OGLE-2018-BLG-0740L b,10438.0,4.8 Jupiters,,2019,Gas Giant,1.15 x Jupiter,6.1 AU,15 years,0.0
3962,OGLE-2018-BLG-1011L b,23160.0,1.8 Jupiters,,2019,Gas Giant,1.2 x Jupiter,1.8 AU,5.7 years,0.0
3963,OGLE-2018-BLG-1011L c,23160.0,2.8 Jupiters,,2019,Gas Giant,1.18 x Jupiter,0.8 AU,1.7 years,0.0
3964,OGLE-2018-BLG-1700L b,24791.0,4.4 Jupiters,,2020,Gas Giant,1.15 x Jupiter,2.8 AU,7.2 years,0.0
3965,OGLE2-TR-L9 b,5560.0,4.5 Jupiters,14.564,2008,Gas Giant,1.61 x Jupiter,0.0308 AU,2.5 days,0.0
3966,OGLE-TR-10 b,4522.0,0.62 Jupiters,14.93,2004,Gas Giant,1.25 x Jupiter,0.0434 AU,3.1 days,< 0.82
3967,OGLE-TR-111 b,3578.0,0.55 Jupiters,15.55,2004,Gas Giant,1.019 x Jupiter,0.0473 AU,4 days,< 0.54
3968,OGLE-TR-113 b,1957.0,1.26 Jupiters,14.42,2004,Gas Giant,1.093 x Jupiter,0.02289 AU,1.4 days,< 0.15
3969,OGLE-TR-132 b,8155.0,1.18 Jupiters,15.72,2004,Gas Giant,1.2 x Jupiter,0.03035 AU,1.7 days,< 0.6
3970,OGLE-TR-182 b,8708.0,1.01 Jupiters,16.678,2007,Gas Giant,1.13 x Jupiter,0.051 AU,4 days,0.0
3971,OGLE-TR-211 b,5136.0,1.03 Jupiters,15.07,2007,Gas Giant,1.36 x Jupiter,0.051 AU,3.7 days,0.0
3972,OGLE-TR-56 b,923.0,1.39 Jupiters,15.3,2002,Gas Giant,1.363 x Jupiter,0.02383 AU,1.2 days,< 0.67
3973,Omega Serpentis b,251.0,1.7 Jupiters,5.23,2013,Gas Giant,1.2 x Jupiter,1.1 AU,277 days,0.11
3974,Omicron Coronae Borealis b,277.0,1.5 Jupiters,5.51,2012,Gas Giant,1.21 x Jupiter,0.83 AU,187.8 days,0.19
3975,Omicron Ursae Majoris b,197.0,4.1 Jupiters,3.36,2012,Gas Giant,1.16 x Jupiter,3.9 AU,4.5 years,0.13
3976,Ophiuchi 11 b,408.0,14 Jupiters,18.912,2006,Gas Giant,1.1 x Jupiter,243.0 AU,20000 years,0.0
3977,PDS 70 b,370.0,3 Jupiters,12.233,2018,Gas Giant,2.72 x Jupiter,20.0 AU,119.2 years,0.19
3978,PDS 70 c,370.0,2 Jupiters,12.233,2019,Gas Giant,2.04 x Jupiter,34.0 AU,227.5 years,0.11
3979,PH1 b,3262.0,0.531 Jupiters,13.699,2012,Neptune-like,0.551 x Jupiter,0.652 AU,138.3 days,0.07
3980,PH2 b,1133.0,80 Jupiters,12.581,2013,Gas Giant,0.903 x Jupiter,0.828 AU,282.5 days,0.41
3981,Pi Mensae c,60.0,4.82 Earths,5.67,2018,Neptune-like,2.042 x Earth,0.06839 AU,6.3 days,0.0
3982,POTS-1 b,3914.0,2.31 Jupiters,17.94,2013,Gas Giant,0.941 x Jupiter,0.03734 AU,3.2 days,0.0
3983,Pr0201 b,592.0,0.54 Jupiters,10.52,2012,Gas Giant,1.27 x Jupiter,0.06 AU,4.4 days,0.0
3984,Pr0211 b,599.0,1.88 Jupiters,12.06,2012,Gas Giant,1.2 x Jupiter,0.03176 AU,2.1 days,0.01
3985,Pr0211 c,599.0,7.79 Jupiters,12.06,2016,Gas Giant,1.12 x Jupiter,5.5 AU,13.3 years,0.71
3986,Proxima Centauri b,4.0,1.27 Earths,11.11,2016,Super Earth,1.08 x Earth,0.0485 AU,11.2 days,< 0.35
3987,Psi 1 Draconis B b,72.0,1.53 Jupiters,5.699,2015,Gas Giant,1.21 x Jupiter,4.43 AU,8.5 years,0.4
3988,PSR B0329+54 b,1647.0,1.97 Earths,20.186,2017,Super Earth,1.22 x Earth,10.26 AU,27.8 years,0.24
3989,PSR B1257+12 b,1957.0,0.02 Earths,,1994,Terrestrial,0.338 x Earth,0.19 AU,25.3 days,0.0
3990,PSR B1257+12 c,1957.0,4.3 Earths,,1992,Super Earth,1.91 x Earth,0.36 AU,66.5 days,0.02
3991,PSR B1257+12 d,1957.0,3.9 Earths,,1992,Super Earth,1.8 x Earth,0.46 AU,98.2 days,0.03
3992,PSR B1620-26 b,,2.5 Jupiters,,2003,Gas Giant,1.18 x Jupiter,23.0 AU,95 years,0.0
3993,PSR J1719-1438 b,3914.0,1.2 Jupiters,,2011,Gas Giant,Unknown,0.0044 AU,0.1 days,< 0.06
3994,PSR J2322-2650 b,750.0,0.7949 Jupiters,,2017,Gas Giant,1.24 x Jupiter,0.0102 AU,0.3 days,< 0.0017
3995,Qatar-10 b,1758.0,0.736 Jupiters,12.879,2019,Gas Giant,1.543 x Jupiter,0.0286 AU,1.6 days,0.0
3996,Qatar-1 b,609.0,1.294 Jupiters,12.843,2010,Gas Giant,1.143 x Jupiter,0.02332 AU,1.4 days,0.0
3997,Qatar-2 b,595.0,2.494 Jupiters,13.3,2011,Gas Giant,1.254 x Jupiter,0.02153 AU,1.3 days,0.0
3998,Qatar-3 b,2450.0,4.31 Jupiters,12.88,2017,Gas Giant,1.096 x Jupiter,0.03783 AU,2.5 days,0.0
3999,Qatar-4 b,1084.0,6.1 Jupiters,13.6,2017,Gas Giant,1.135 x Jupiter,0.02803 AU,1.8 days,0.0
4000,Qatar-5 b,1211.0,4.32 Jupiters,12.82,2017,Gas Giant,1.107 x Jupiter,0.04127 AU,2.9 days,0.0
4001,Qatar-6 b,330.0,0.668 Jupiters,11.438,2017,Gas Giant,1.062 x Jupiter,0.0423 AU,3.5 days,0.0
4002,Qatar-7 b,2365.0,1.88 Jupiters,13.03,2019,Gas Giant,1.7 x Jupiter,0.0352 AU,2 days,0.0
4003,Qatar-8 b,903.0,0.371 Jupiters,11.526,2019,Gas Giant,1.285 x Jupiter,0.0474 AU,3.7 days,0.0
4004,Qatar-9 b,690.0,1.19 Jupiters,14.133,2019,Gas Giant,1.009 x Jupiter,0.0234 AU,1.5 days,0.0
4005,Rho Coronae Borealis b,57.0,1.0449 Jupiters,5.41,1997,Gas Giant,1.23 x Jupiter,0.2196 AU,39.8 days,0.04
4006,Rho Coronae Borealis c,57.0,25 Earths,5.41,2016,Neptune-like,0.48 x Jupiter,0.4123 AU,102.5 days,0.05
4007,Ross 128 b,11.0,1.4 Earths,11.15,2017,Super Earth,1.11 x Earth,0.0496 AU,9.9 days,0.12
